DATE,11/11/25 20:28:15,CO,173.08,NO,1343.05,NO2,23.73,O3,3.95,T,7.61,RH,84.93,P,1001.04,G,0.00,PM1.0,3.00,PM2.5,5.00,PM10,5.00,WD,232.96,WS,0.00,BATT,4.15,CHRG,0.00,RUN,59.61,SD,1,RAW,-12,84,-1,1655,1,-11,-3,-23,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,11/11/25 20:28:45,CO,179.94,NO,1342.24,NO2,20.33,O3,12.65,T,7.62,RH,84.82,P,1001.02,G,0.00,PM1.0,2.00,PM2.5,5.00,PM10,5.00,WD,233.31,WS,0.00,BATT,4.15,CHRG,0.00,RUN,58.00,SD,1,RAW,-13,86,-1,1654,-2,-10,2,-22,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,11/11/25 20:29:15,CO,189.81,NO,1342.16,NO2,20.39,O3,8.50,T,7.63,RH,84.73,P,1001.00,G,0.00,PM1.0,2.00,PM2.5,2.00,PM10,2.00,WD,233.31,WS,0.00,BATT,4.15,CHRG,0.00,RUN,59.61,SD,1,RAW,-10,93,-1,1654,-1,-9,-1,-21,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,11/11/25 20:30:00,CO,179.75,NO,1342.07,NO2,22.81,O3,4.67,T,7.64,RH,84.65,P,1000.97,G,0.00,PM1.0,2.00,PM2.5,3.00,PM10,3.00,WD,233.31,WS,0.00,BATT,4.15,CHRG,0.00,RUN,58.00,SD,1,RAW,-14,85,-1,1654,-1,-12,-4,-24,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,11/11/25 20:30:45,CO,174.54,NO,1341.98,NO2,19.64,O3,9.44,T,7.64,RH,84.42,P,1000.97,G,0.00,PM1.0,1.00,PM2.5,2.00,PM10,5.00,WD,232.96,WS,0.00,BATT,4.14,CHRG,0.00,RUN,59.61,SD,1,RAW,-17,80,-1,1654,0,-7,-3,-24,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,11/11/25 20:31:30,CO,175.37,NO,1341.98,NO2,22.87,O3,6.47,T,7.65,RH,84.39,P,1001.00,G,0.00,PM1.0,2.00,PM2.5,2.00,PM10,6.00,WD,232.96,WS,0.00,BATT,4.15,CHRG,0.00,RUN,58.00,SD,1,RAW,-12,85,-1,1654,0,-11,-3,-25,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,11/11/25 20:32:15,CO,177.70,NO,1341.89,NO2,21.20,O3,8.75,T,7.66,RH,84.27,P,1000.98,G,0.00,PM1.0,1.00,PM2.5,3.00,PM10,5.00,WD,232.96,WS,0.00,BATT,4.14,CHRG,0.00,RUN,58.00,SD,1,RAW,-12,86,-1,1654,-1,-10,-2,-24,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,11/11/25 20:33:00,CO,177.52,NO,1340.99,NO2,22.86,O3,5.29,T,7.66,RH,84.33,P,1001.00,G,0.00,PM1.0,1.00,PM2.5,2.00,PM10,2.00,WD,232.96,WS,0.00,BATT,4.15,CHRG,0.00,RUN,58.00,SD,1,RAW,-13,85,-1,1653,0,-11,-2,-22,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,11/11/25 20:33:30,CO,163.95,NO,1340.99,NO2,23.61,O3,8.93,T,7.67,RH,84.36,P,1001.02,G,0.00,PM1.0,2.00,PM2.5,2.00,PM10,2.00,WD,232.96,WS,0.00,BATT,4.15,CHRG,0.00,RUN,58.00,SD,1,RAW,-10,82,-1,1653,-1,-13,0,-25,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,11/11/25 20:34:15,CO,186.88,NO,1340.90,NO2,22.00,O3,5.94,T,7.67,RH,84.39,P,1001.02,G,0.00,PM1.0,2.00,PM2.5,3.00,PM10,5.00,WD,232.96,WS,0.00,BATT,4.15,CHRG,0.00,RUN,58.00,SD,1,RAW,-13,89,-1,1653,-1,-11,-3,-23,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
